x,y,z
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.445070422535211563e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.454929577464788348e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.464788732394366244e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.474647887323944140e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.484507042253520925e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.494366197183098821e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.504225352112675607e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.514084507042253502e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.523943661971831398e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.533802816901408184e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.543661971830986079e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.553521126760562865e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.563380281690140761e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.573239436619718656e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.583098591549295442e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.592957746478873338e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.602816901408451233e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.612676056338028019e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.622535211267605915e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.632394366197182700e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.642253521126760596e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.652112676056338492e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.661971830985915277e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.671830985915493173e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.681690140845071069e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.691549295774647854e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.701408450704225750e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.711267605633802535e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.721126760563380431e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.730985915492958327e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.740845070422535112e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.750704225352113008e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.760563380281690904e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.770422535211267689e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.780281690140845585e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.790140845070422371e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.800000000000000266e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.810000000000000275e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.820000000000000284e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.830000000000000293e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.840000000000000302e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.850000000000000311e-01
